SLIP_SEQ_ID,CREATION_DATE,SITE_ID,START_DATE,END_DATE,DURATION,ITEM_COUNT,AMOUNT_RP,LINE_COUNT
4613103460,2025-01-08 01:00:00,195,2025-01-08 14:21:13,2025-01-08 14:22:01,88,1,9.9,1
4613480542,2025-01-08 01:00:00,195,2025-01-08 19:16:50,2025-01-08 19:17:16,66,2,115.0,2
4613567354,2025-01-08 01:00:00,195,2025-01-08 21:09:17,2025-01-08 21:12:13,296,13,443.8,11
4613532345,2025-01-08 01:00:00,195,2025-01-08 20:03:21,2025-01-08 20:07:57,436,1,5.6,1
4612809485,2025-01-08 01:00:00,195,2025-01-08 09:03:44,2025-01-08 09:05:04,160,9,200.6,9
4613567368,2025-01-08 01:00:00,195,2025-01-08 21:18:01,2025-01-08 21:19:10,109,3,69.7,3
4613504523,2025-01-08 01:00:00,195,2025-01-08 19:29:41,2025-01-08 19:31:07,166,4,306.6,4
4612792408,2025-01-08 01:00:00,195,2025-01-08 08:29:36,2025-01-08 08:33:01,365,2,75.0,2
4612840073,2025-01-08 01:00:00,195,2025-01-08 09:39:39,2025-01-08 09:40:19,80,6,232.0,6
4612809486,2025-01-08 01:00:00,195,2025-01-08 09:03:06,2025-01-08 09:03:34,28,4,62.6,4
4613585540,2025-01-08 01:00:00,195,2025-01-08 22:16:43,2025-01-08 22:20:00,357,4,154.9,4
4612871113,2025-01-08 01:00:00,195,2025-01-08 10:05:02,2025-01-08 10:07:50,248,9,409.4,7
4612824987,2025-01-08 01:00:00,195,2025-01-08 09:25:55,2025-01-08 09:26:52,97,8,513.2,4
4612871128,2025-01-08 01:00:00,195,2025-01-08 10:12:33,2025-01-08 10:13:45,112,8,636.0,8
4613558270,2025-01-08 01:00:00,195,2025-01-08 20:57:42,2025-01-08 21:03:28,4586,6,89.4,1
4612920371,2025-01-08 01:00:00,195,2025-01-08 11:08:38,2025-01-08 11:09:08,70,2,63.9,2
4612985495,2025-01-08 01:00:00,195,2025-01-08 12:07:32,2025-01-08 12:08:27,95,20,446.3,12
4612985470,2025-01-08 01:00:00,195,2025-01-08 12:18:42,2025-01-08 12:19:23,81,11,540.8,9
4613457274,2025-01-08 01:00:00,195,2025-01-08 18:51:13,2025-01-08 18:53:29,216,8,385.4,6
4613031985,2025-01-08 01:00:00,195,2025-01-08 13:04:25,2025-01-08 13:05:14,89,2,72.8,2
4612946350,2025-01-08 01:00:00,195,2025-01-08 11:44:16,2025-01-08 11:45:30,114,3,316.0,3
4613083461,2025-01-08 01:00:00,195,2025-01-08 13:54:12,2025-01-08 13:56:00,188,15,606.7,15
4613504564,2025-01-08 01:00:00,195,2025-01-08 19:28:57,2025-01-08 19:31:01,244,24,1512.8,18
4613103507,2025-01-08 01:00:00,195,2025-01-08 14:03:09,2025-01-08 14:07:05,396,18,297.2,8
4613006700,2025-01-08 01:00:00,195,2025-01-08 12:35:10,2025-01-08 12:40:09,499,44,2033.21,35
4613103536,2025-01-08 01:00:00,195,2025-01-08 14:05:13,2025-01-08 14:05:47,34,8,497.0,7
4613532362,2025-01-08 01:00:00,195,2025-01-08 20:21:20,2025-01-08 20:21:49,29,5,479.5,3
4613103544,2025-01-08 01:00:00,195,2025-01-08 14:08:38,2025-01-08 14:09:30,92,19,715.0,11
4613006756,2025-01-08 01:00:00,195,2025-01-08 12:42:01,2025-01-08 12:42:46,45,10,222.0,5
4613070785,2025-01-08 01:00:00,195,2025-01-08 13:46:33,2025-01-08 13:48:25,192,22,598.8,13
4613504518,2025-01-08 01:00:00,195,2025-01-08 19:34:41,2025-01-08 19:35:42,101,4,231.2,4
4612792379,2025-01-08 01:00:00,195,2025-01-08 08:14:52,2025-01-08 08:35:54,2102,1,9.9,1
4613031965,2025-01-08 01:00:00,195,2025-01-08 13:14:03,2025-01-08 13:14:24,21,2,43.0,2
4612840033,2025-01-08 01:00:00,195,2025-01-08 09:46:22,2025-01-08 09:47:29,107,2,259.8,2
4613457273,2025-01-08 01:00:00,195,2025-01-08 18:45:55,2025-01-08 18:47:58,203,1,10.9,1
4612920384,2025-01-08 01:00:00,195,2025-01-08 11:18:20,2025-01-08 11:19:36,116,19,2279.0,14
4613083462,2025-01-08 01:00:00,195,2025-01-08 13:43:31,2025-01-08 13:51:45,814,21,1111.6,21
4612887321,2025-01-08 01:00:00,195,2025-01-08 10:31:44,2025-01-08 10:32:53,109,8,746.0,5
4613504531,2025-01-08 01:00:00,195,2025-01-08 19:34:49,2025-01-08 19:37:42,293,4,206.4,4
4612985496,2025-01-08 01:00:00,195,2025-01-08 12:14:01,2025-01-08 12:15:33,132,14,555.9,13
4613083500,2025-01-08 01:00:00,195,2025-01-08 13:57:15,2025-01-08 13:58:29,114,22,656.0,20
4612946396,2025-01-08 01:00:00,195,2025-01-08 11:35:46,2025-01-08 11:35:59,13,2,270.0,1
4613480564,2025-01-08 01:00:00,195,2025-01-08 19:16:16,2025-01-08 19:16:55,39,1,39.9,1
4613006748,2025-01-08 01:00:00,195,2025-01-08 12:31:21,2025-01-08 12:31:33,12,3,130.0,3
4613083388,2025-01-08 01:00:00,195,2025-01-08 14:04:43,2025-01-08 14:05:09,66,3,66.9,3
4613006766,2025-01-08 01:00:00,195,2025-01-08 12:42:38,2025-01-08 12:42:53,15,1,492.0,1
4613532401,2025-01-08 01:00:00,195,2025-01-08 20:10:59,2025-01-08 20:14:01,342,5,144.6,5
4613031959,2025-01-08 01:00:00,195,2025-01-08 13:13:18,2025-01-08 13:13:32,14,2,34.8,2
4613083395,2025-01-08 01:00:00,195,2025-01-08 14:02:09,2025-01-08 14:02:52,43,4,107.6,4
4613083383,2025-01-08 01:00:00,195,2025-01-08 13:59:05,2025-01-08 13:59:48,43,2,47.3,2
4613457306,2025-01-08 01:00:00,195,2025-01-08 18:46:53,2025-01-08 18:47:14,61,3,139.7,3
4613070777,2025-01-08 01:00:00,195,2025-01-08 13:44:24,2025-01-08 13:45:32,108,4,139.2,4
4613103566,2025-01-08 01:00:00,195,2025-01-08 14:08:30,2025-01-08 14:09:09,79,6,388.3,6
4612946366,2025-01-08 01:00:00,195,2025-01-08 11:43:49,2025-01-08 11:45:45,196,45,2605.0,4
4613567370,2025-01-08 01:00:00,195,2025-01-08 21:20:48,2025-01-08 21:21:26,78,1,29.9,1
4613006703,2025-01-08 01:00:00,195,2025-01-08 12:28:05,2025-01-08 12:31:41,336,1,26.9,1
4613070826,2025-01-08 01:00:00,195,2025-01-08 13:34:14,2025-01-08 13:34:50,36,4,77.0,3
4613019126,2025-01-08 01:00:00,195,2025-01-08 13:01:01,2025-01-08 13:01:12,11,1,100.0,1
4613457296,2025-01-08 01:00:00,195,2025-01-08 18:47:33,2025-01-08 18:50:42,309,6,204.3,6
4613006738,2025-01-08 01:00:00,195,2025-01-08 12:45:22,2025-01-08 12:45:46,24,3,143.5,2
4612792402,2025-01-08 01:00:00,195,2025-01-08 08:40:49,2025-01-08 08:41:59,110,5,99.0,5
4613050144,2025-01-08 01:00:00,195,2025-01-08 13:21:40,2025-01-08 13:22:42,102,3,129.7,2
4613585513,2025-01-08 01:00:00,195,2025-01-08 22:25:20,2025-01-08 22:26:47,127,1,299.7,1
4613019110,2025-01-08 01:00:00,195,2025-01-08 12:47:18,2025-01-08 12:48:30,112,22,530.76,22
4612871142,2025-01-08 01:00:00,195,2025-01-08 10:21:38,2025-01-08 10:22:55,117,22,1759.02,19
4612809460,2025-01-08 01:00:00,195,2025-01-08 09:02:11,2025-01-08 09:03:18,107,2,244.9,1
4613480507,2025-01-08 01:00:00,195,2025-01-08 19:15:01,2025-01-08 19:15:09,8,3,172.0,3
4612824976,2025-01-08 01:00:00,195,2025-01-08 09:17:49,2025-01-08 09:19:48,199,2,199.8,1
4612887323,2025-01-08 01:00:00,195,2025-01-08 10:31:14,2025-01-08 10:31:25,11,2,229.0,2
4612792435,2025-01-08 01:00:00,195,2025-01-08 08:29:46,2025-01-08 08:34:37,491,8,167.8,7
4613515322,2025-01-08 01:00:00,195,2025-01-08 20:05:38,2025-01-08 20:07:37,199,12,338.5,11
4612777443,2025-01-08 01:00:00,195,2025-01-08 08:06:24,2025-01-08 08:07:51,127,1,279.0,1
4613006752,2025-01-08 01:00:00,195,2025-01-08 12:30:53,2025-01-08 12:31:16,63,4,261.9,4
4612840038,2025-01-08 01:00:00,195,2025-01-08 09:32:22,2025-01-08 09:34:09,187,2,46.7,2
4613504547,2025-01-08 01:00:00,195,2025-01-08 19:28:28,2025-01-08 19:29:28,100,1,30.0,1
4613006724,2025-01-08 01:00:00,195,2025-01-08 12:30:16,2025-01-08 12:32:42,226,5,177.0,4
4613050140,2025-01-08 01:00:00,195,2025-01-08 13:21:15,2025-01-08 13:21:32,17,1,26.9,1
4613019149,2025-01-08 01:00:00,195,2025-01-08 13:02:31,2025-01-08 13:03:10,79,2,176.4,2
4613532372,2025-01-08 01:00:00,195,2025-01-08 20:10:18,2025-01-08 20:10:59,41,3,988.0,3
4613032024,2025-01-08 01:00:00,195,2025-01-08 13:08:07,2025-01-08 13:08:22,15,2,50.0,2
4613050223,2025-01-08 01:00:00,195,2025-01-08 13:27:56,2025-01-08 13:28:11,55,3,44.0,4
4612855782,2025-01-08 01:00:00,195,2025-01-08 09:57:53,2025-01-08 09:58:39,86,7,477.9,7
4613515268,2025-01-08 01:00:00,195,2025-01-08 20:00:52,2025-01-08 20:01:25,73,10,265.8,7
4612920355,2025-01-08 01:00:00,195,2025-01-08 11:12:06,2025-01-08 11:18:09,603,1,23.9,1
4613083447,2025-01-08 01:00:00,195,2025-01-08 13:47:26,2025-01-08 13:49:35,209,11,320.9,7
4612920397,2025-01-08 01:00:00,195,2025-01-08 11:24:34,2025-01-08 11:25:43,109,15,699.9,12
4613558264,2025-01-08 01:00:00,195,2025-01-08 20:59:49,2025-01-08 21:00:04,4055,4,189.0,4
4612964138,2025-01-08 01:00:00,195,2025-01-08 11:51:53,2025-01-08 11:52:51,98,7,110.0,7
4613070728,2025-01-08 01:00:00,195,2025-01-08 13:41:22,2025-01-08 13:42:53,131,3,79.7,3
4613031997,2025-01-08 01:00:00,195,2025-01-08 13:11:01,2025-01-08 13:12:52,151,2,35.8,2
4612887303,2025-01-08 01:00:00,195,2025-01-08 10:37:46,2025-01-08 10:44:54,708,3,50.7,3
4613070792,2025-01-08 01:00:00,195,2025-01-08 13:38:29,2025-01-08 13:40:25,196,11,288.8,9
4612871132,2025-01-08 01:00:00,195,2025-01-08 10:09:08,2025-01-08 10:15:19,611,3,105.0,2
4612792396,2025-01-08 01:00:00,195,2025-01-08 08:43:03,2025-01-08 08:43:20,17,1,21.9,1
4613545922,2025-01-08 01:00:00,195,2025-01-08 20:33:40,2025-01-08 20:34:12,72,8,351.0,8
4612792405,2025-01-08 01:00:00,195,2025-01-08 08:43:54,2025-01-08 08:44:34,80,2,60.0,2
4612946398,2025-01-08 01:00:00,195,2025-01-08 11:35:01,2025-01-08 11:35:14,13,1,153.0,1
4612792414,2025-01-08 01:00:00,195,2025-01-08 08:29:01,2025-01-08 08:29:19,18,2,49.8,2
4613532385,2025-01-08 01:00:00,195,2025-01-08 20:13:33,2025-01-08 20:16:06,273,51,1340.9,39
4612809471,2025-01-08 01:00:00,195,2025-01-08 08:49:38,2025-01-08 08:54:30,492,2,28.4,2
4613006764,2025-01-08 01:00:00,195,2025-01-08 12:30:59,2025-01-08 12:35:20,461,3,381.0,2
4612871144,2025-01-08 01:00:00,195,2025-01-08 10:25:35,2025-01-08 10:26:41,106,4,2270.0,4
4613575263,2025-01-08 01:00:00,195,2025-01-08 21:35:10,2025-01-08 21:35:29,19,5,61.0,4
4612920383,2025-01-08 01:00:00,195,2025-01-08 11:25:35,2025-01-08 11:26:58,123,4,554.3,4
4613050126,2025-01-08 01:00:00,195,2025-01-08 13:25:51,2025-01-08 13:28:08,257,6,277.4,4
4612903117,2025-01-08 01:00:00,195,2025-01-08 10:57:45,2025-01-08 10:57:59,14,2,36.0,2
4613480534,2025-01-08 01:00:00,195,2025-01-08 19:23:43,2025-01-08 19:24:26,83,7,884.2,3
4612887320,2025-01-08 01:00:00,195,2025-01-08 10:30:14,2025-01-08 10:31:04,90,15,735.2,13
4613031938,2025-01-08 01:00:00,195,2025-01-08 13:13:02,2025-01-08 13:15:58,256,2,28.8,2
4613019171,2025-01-08 01:00:00,195,2025-01-08 13:00:25,2025-01-08 13:01:05,80,3,80.8,3
4613575274,2025-01-08 01:00:00,195,2025-01-08 21:44:07,2025-01-08 21:44:37,30,6,454.0,6
4613032023,2025-01-08 01:00:00,195,2025-01-08 13:07:33,2025-01-08 13:07:56,23,3,300.0,1
4613083457,2025-01-08 01:00:00,195,2025-01-08 13:54:17,2025-01-08 13:55:38,121,9,459.6,8
4612887330,2025-01-08 01:00:00,195,2025-01-08 10:39:31,2025-01-08 10:40:05,74,6,165.0,6
4613558300,2025-01-08 01:00:00,195,2025-01-08 20:53:02,2025-01-08 20:54:09,107,11,431.0,11
4612985447,2025-01-08 01:00:00,195,2025-01-08 12:25:00,2025-01-08 12:25:33,33,4,137.7,4
4613103528,2025-01-08 01:00:00,195,2025-01-08 14:18:47,2025-01-08 14:19:27,80,9,450.8,9
4613019132,2025-01-08 01:00:00,195,2025-01-08 13:00:38,2025-01-08 13:01:23,85,3,53.7,3
4613588217,2025-01-08 01:00:00,195,2025-01-08 22:25:15,2025-01-08 22:30:11,496,41,2220.0,41
4613019138,2025-01-08 01:00:00,195,2025-01-08 12:49:50,2025-01-08 12:54:49,499,1,15.9,1
4612792383,2025-01-08 01:00:00,195,2025-01-08 08:44:17,2025-01-08 08:45:06,89,1,29.9,1
4613050127,2025-01-08 01:00:00,195,2025-01-08 13:30:27,2025-01-08 13:31:05,78,1,29.9,1
4613498090,2025-01-08 01:00:00,195,2025-01-08 19:38:21,2025-01-08 19:42:18,397,18,601.5,13
4613050162,2025-01-08 01:00:00,195,2025-01-08 13:28:46,2025-01-08 13:29:16,70,2,47.1,2
4612765960,2025-01-08 01:00:00,195,2025-01-08 08:07:10,2025-01-08 08:07:16,6,1,144.0,1
4613083391,2025-01-08 01:00:00,195,2025-01-08 14:00:58,2025-01-08 14:01:35,77,2,46.8,2
4613480528,2025-01-08 01:00:00,195,2025-01-08 19:13:58,2025-01-08 19:14:41,83,9,411.0,9
4612920372,2025-01-08 01:00:00,195,2025-01-08 11:10:50,2025-01-08 11:25:43,1493,5,222.0,4
4612809475,2025-01-08 01:00:00,195,2025-01-08 08:52:35,2025-01-08 09:01:02,4867,6,163.7,6
4612946371,2025-01-08 01:00:00,195,2025-01-08 11:37:44,2025-01-08 11:38:17,73,7,331.8,5
4613504507,2025-01-08 01:00:00,195,2025-01-08 19:32:34,2025-01-08 19:34:38,204,14,708.7,14
4612946389,2025-01-08 01:00:00,195,2025-01-08 11:43:36,2025-01-08 11:43:43,7,1,10.0,1
4612840045,2025-01-08 01:00:00,195,2025-01-08 09:28:50,2025-01-08 09:38:02,952,2,39.8,2
4613006757,2025-01-08 01:00:00,195,2025-01-08 12:43:54,2025-01-08 12:44:18,64,4,327.2,4
4613532365,2025-01-08 01:00:00,195,2025-01-08 20:19:26,2025-01-08 20:20:00,74,4,277.7,4
4613050188,2025-01-08 01:00:00,195,2025-01-08 13:21:09,2025-01-08 13:21:32,23,2,197.2,2
4612871147,2025-01-08 01:00:00,195,2025-01-08 10:15:20,2025-01-08 10:16:09,89,18,689.5,15
4613103549,2025-01-08 01:00:00,195,2025-01-08 14:18:48,2025-01-08 14:19:16,68,3,50.7,3
4613532346,2025-01-08 01:00:00,195,2025-01-08 20:08:39,2025-01-08 20:09:45,106,5,290.5,3
4613070745,2025-01-08 01:00:00,195,2025-01-08 13:31:43,2025-01-08 13:33:21,178,1,8.4,1
4612920331,2025-01-08 01:00:00,195,2025-01-08 11:11:36,2025-01-08 11:11:40,4,1,158.0,1
4612855810,2025-01-08 01:00:00,195,2025-01-08 08:54:36,2025-01-08 09:52:07,9771,17,786.4,17
4613575258,2025-01-08 01:00:00,195,2025-01-08 21:29:33,2025-01-08 21:33:02,369,16,769.0,16
4612840072,2025-01-08 01:00:00,195,2025-01-08 09:37:49,2025-01-08 09:38:20,71,5,101.0,5
